filename,label
X51005675914_auth.jpg,authentic
X51005675914_tamp.jpg,tampered
X51005676534_auth.jpg,authentic
X51005676534_tamp.jpg,tampered
X51005676535_auth.jpg,authentic
X51005676535_tamp.jpg,tampered
X51005676537_auth.jpg,authentic
X51005676537_tamp.jpg,tampered
X51005676542_auth.jpg,authentic
X51005676542_tamp.jpg,tampered
X51005676548_auth.jpg,authentic
X51005676548_tamp.jpg,tampered
X51005677327_auth.jpg,authentic
X51005677327_tamp.jpg,tampered
X51005677333_auth.jpg,authentic
X51005677333_tamp.jpg,tampered
X51005677336_auth.jpg,authentic
X51005677336_tamp.jpg,tampered
X51005677337_auth.jpg,authentic
X51005677337_tamp.jpg,tampered
X510056849111_auth.jpg,authentic
X510056849111_tamp.jpg,tampered
X51005684949_auth.jpg,authentic
X51005684949_tamp.jpg,tampered
X51005705727_auth.jpg,authentic
X51005705727_tamp.jpg,tampered
X51005705729_auth.jpg,authentic
X51005705729_tamp.jpg,tampered
X51005705784_auth.jpg,authentic
X51005705784_tamp.jpg,tampered
X51005710963_auth.jpg,authentic
X51005710963_tamp.jpg,tampered
X51005711402_auth.jpg,authentic
X51005711402_tamp.jpg,tampered
X51005711443_auth.jpg,authentic
X51005711443_tamp.jpg,tampered
X51005711444_auth.jpg,authentic
X51005711444_tamp.jpg,tampered
X51005711446_auth.jpg,authentic
X51005711446_tamp.jpg,tampered
X51005711449_auth.jpg,authentic
X51005711449_tamp.jpg,tampered
X51005715007_auth.jpg,authentic
X51005715007_tamp.jpg,tampered
X51005715455_auth.jpg,authentic
X51005715455_tamp.jpg,tampered
X51005719823_auth.jpg,authentic
X51005719823_tamp.jpg,tampered
X51005719855_auth.jpg,authentic
X51005719855_tamp.jpg,tampered
X51005719857_auth.jpg,authentic
X51005719857_tamp.jpg,tampered
X51005719863_auth.jpg,authentic
X51005719863_tamp.jpg,tampered
X51005719888_auth.jpg,authentic
X51005719888_tamp.jpg,tampered
X51005719889_auth.jpg,authentic
X51005719889_tamp.jpg,tampered
X51005719895_auth.jpg,authentic
X51005719895_tamp.jpg,tampered
X51005719898_auth.jpg,authentic
X51005719898_tamp.jpg,tampered
X51005719903_auth.jpg,authentic
X51005719903_tamp.jpg,tampered
X51005719905_auth.jpg,authentic
X51005719905_tamp.jpg,tampered
X51005724552_auth.jpg,authentic
X51005724552_tamp.jpg,tampered
X51005724611_auth.jpg,authentic
X51005724611_tamp.jpg,tampered
X51005724622_auth.jpg,authentic
X51005724622_tamp.jpg,tampered
X51005724623_auth.jpg,authentic
X51005724623_tamp.jpg,tampered
X51005724624_auth.jpg,authentic
X51005724624_tamp.jpg,tampered
X51005724625_auth.jpg,authentic
X51005724625_tamp.jpg,tampered
X51005724626_auth.jpg,authentic
X51005724626_tamp.jpg,tampered
X51005724628_auth.jpg,authentic
X51005724628_tamp.jpg,tampered
X51005741929_auth.jpg,authentic
X51005741929_tamp.jpg,tampered
X51005742110_auth.jpg,authentic
X51005742110_tamp.jpg,tampered
X51005745213_auth.jpg,authentic
X51005745213_tamp.jpg,tampered
X51005745244_auth.jpg,authentic
X51005745244_tamp.jpg,tampered
X51005745298_auth.jpg,authentic
X51005745298_tamp.jpg,tampered
X51005746203_auth.jpg,authentic
X51005746203_tamp.jpg,tampered
X51005746204_auth.jpg,authentic
X51005746204_tamp.jpg,tampered
X51005746206_auth.jpg,authentic
X51005746206_tamp.jpg,tampered
X51005746207_auth.jpg,authentic
X51005746207_tamp.jpg,tampered
X51005746210_auth.jpg,authentic
X51005746210_tamp.jpg,tampered
X51005749904_auth.jpg,authentic
X51005749904_tamp.jpg,tampered
X51005757233_auth.jpg,authentic
X51005757233_tamp.jpg,tampered
X51005757282_auth.jpg,authentic
X51005757282_tamp.jpg,tampered
X51005757292_auth.jpg,authentic
X51005757292_tamp.jpg,tampered
X51005757308_auth.jpg,authentic
X51005757308_tamp.jpg,tampered
X51005757342_auth.jpg,authentic
X51005757342_tamp.jpg,tampered
X51005763958_auth.jpg,authentic
X51005763958_tamp.jpg,tampered
X51005763964_auth.jpg,authentic
X51005763964_tamp.jpg,tampered
X51005763999_auth.jpg,authentic
X51005763999_tamp.jpg,tampered
X51005764031_auth.jpg,authentic
X51005764031_tamp.jpg,tampered
X51005764154_auth.jpg,authentic
X51005764154_tamp.jpg,tampered
X51005764161_auth.jpg,authentic
X51005764161_tamp.jpg,tampered
X51005806692_auth.jpg,authentic
X51005806692_tamp.jpg,tampered
X51005806695_auth.jpg,authentic
X51005806695_tamp.jpg,tampered
X51005806696_auth.jpg,authentic
X51005806696_tamp.jpg,tampered
X51005806718_auth.jpg,authentic
X51005806718_tamp.jpg,tampered
X51005806719_auth.jpg,authentic
X51005806719_tamp.jpg,tampered
X51005806720_auth.jpg,authentic
X51005806720_tamp.jpg,tampered
X51006008081_auth.jpg,authentic
X51006008081_tamp.jpg,tampered
X51006008082_auth.jpg,authentic
X51006008082_tamp.jpg,tampered
X51006008083_auth.jpg,authentic
X51006008083_tamp.jpg,tampered
X51006008090_auth.jpg,authentic
X51006008090_tamp.jpg,tampered
X51006008092_auth.jpg,authentic
X51006008092_tamp.jpg,tampered
X51006008093_auth.jpg,authentic
X51006008093_tamp.jpg,tampered
X51006008105_auth.jpg,authentic
X51006008105_tamp.jpg,tampered
X51006008166_auth.jpg,authentic
X51006008166_tamp.jpg,tampered
X51006008206_auth.jpg,authentic
X51006008206_tamp.jpg,tampered
X51006248253_auth.jpg,authentic
X51006248253_tamp.jpg,tampered
X51006311714_auth.jpg,authentic
X51006311714_tamp.jpg,tampered
X51006327953_auth.jpg,authentic
X51006327953_tamp.jpg,tampered
X51006327960_auth.jpg,authentic
X51006327960_tamp.jpg,tampered
X51006328345_auth.jpg,authentic
X51006328345_tamp.jpg,tampered
X51006328937_auth.jpg,authentic
X51006328937_tamp.jpg,tampered
X51006328967_auth.jpg,authentic
X51006328967_tamp.jpg,tampered
X51006329183_auth.jpg,authentic
X51006329183_tamp.jpg,tampered
X51006329388_auth.jpg,authentic
X51006329388_tamp.jpg,tampered
